CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
711176133,Existing Customer,28,M,0,High School,Single,Less Than $40K,Blue,36,6,3,4,2295.0,1015,1280.0,1.04,3366,82,0.708,0.442,0.00043049,0.99957
709985133,Existing Customer,33,F,2,Graduate,Single,Less Than $40K,Blue,24,3,1,2,6803.0,2296,4507.0,0.754,2603,47,1.043,0.337,5.5077e-05,0.99994
710577708,Existing Customer,35,M,1,Unknown,Single,$40K - $60K,Blue,25,5,3,3,2657.0,1983,674.0,0.831,2591,59,0.903,0.746,0.00031211,0.99969
779051808,Existing Customer,35,F,1,Graduate,Single,$40K - $60K,Blue,16,3,2,2,2546.0,1348,1198.0,0.877,4145,75,0.596,0.529,0.00010684,0.99989
712986483,Existing Customer,32,M,3,College,Unknown,$80K - $120K,Blue,36,3,5,2,15412.0,0,15412.0,0.589,3993,73,0.659,0.0,0.00020268,0.9998
710657508,Existing Customer,32,M,0,College,Unknown,Less Than $40K,Blue,36,3,3,4,3788.0,1325,2463.0,0.607,3975,65,0.477,0.35,0.00043053,0.99957
788923758,Existing Customer,26,F,1,High School,Unknown,Unknown,Blue,13,3,1,3,10693.0,2517,8176.0,0.88,4138,76,0.727,0.235,8.453e-05,0.99992
708211383,Existing Customer,35,F,3,Graduate,Single,Less Than $40K,Blue,27,3,3,3,2664.0,0,2664.0,0.731,3906,74,0.574,0.0,0.0003139,0.99969
710002833,Existing Customer,32,F,1,High School,Married,Unknown,Blue,22,3,2,3,3413.0,2517,896.0,0.984,4355,71,0.919,0.737,0.00017468,0.99983
710839308,Existing Customer,34,F,2,High School,Single,Less Than $40K,Blue,21,6,1,3,5015.0,1671,3344.0,0.689,3161,77,0.878,0.333,9.0056e-05,0.99991
721513833,Existing Customer,35,M,0,High School,Single,$40K - $60K,Blue,36,6,3,2,5619.0,1504,4115.0,0.775,2808,72,0.6,0.268,0.00015005,0.99985
804426858,Existing Customer,35,F,1,Uneducated,Married,Less Than $40K,Blue,30,3,2,1,2593.0,1660,933.0,0.562,1974,33,1.062,0.64,6.6245e-05,0.99993
719147208,Existing Customer,29,F,2,Unknown,Single,Less Than $40K,Blue,21,4,3,2,2298.0,0,2298.0,0.776,4814,88,0.63,0.0,0.00019771,0.9998
807014583,Existing Customer,31,F,0,Graduate,Single,Unknown,Blue,26,3,3,3,1469.0,0,1469.0,0.915,4331,89,0.935,0.0,0.0002596,0.99974
718545033,Existing Customer,27,F,0,Graduate,Married,Less Than $40K,Blue,17,4,2,2,2042.0,1567,475.0,0.744,5146,78,0.733,0.767,9.7673e-05,0.9999
789749433,Existing Customer,33,F,1,Graduate,Married,Less Than $40K,Blue,21,5,3,2,2591.0,2340,251.0,0.608,4730,82,0.708,0.903,0.00016883,0.99983
708406083,Existing Customer,35,F,0,Unknown,Married,Less Than $40K,Blue,24,5,3,1,3436.0,2493,943.0,0.824,5211,90,0.765,0.726,0.00010232,0.9999
716230158,Existing Customer,35,F,3,Graduate,Married,$40K - $60K,Blue,36,4,1,4,7234.0,2000,5234.0,0.754,4272,83,0.596,0.276,0.00016399,0.99984
708178608,Existing Customer,31,F,0,Graduate,Married,Unknown,Blue,36,4,2,2,2488.0,0,2488.0,1.05,4226,73,0.521,0.0,9.7673e-05,0.9999
717812133,Existing Customer,33,F,1,Graduate,Unknown,Less Than $40K,Blue,13,3,1,3,3315.0,1243,2072.0,0.709,4006,65,0.548,0.375,8.6952e-05,0.99991
715955208,Existing Customer,35,F,1,High School,Single,Less Than $40K,Blue,26,3,3,2,2189.0,1833,356.0,0.56,4530,72,0.846,0.837,0.00016413,0.99984
710094108,Existing Customer,33,M,3,Graduate,Single,$60K - $80K,Blue,27,6,2,3,2043.0,1725,318.0,0.686,5212,79,0.646,0.844,0.00019864,0.9998
717091533,Existing Customer,29,F,1,Graduate,Single,Unknown,Blue,36,5,2,3,13613.0,1172,12441.0,0.657,4253,84,0.75,0.086,0.00017969,0.99982
711649908,Existing Customer,33,F,3,Graduate,Married,Unknown,Blue,15,5,3,2,1438.3,1055,383.3,0.901,4208,67,0.675,0.734,0.00018665,0.99981
780688383,Existing Customer,35,M,1,Graduate,Unknown,$80K - $120K,Blue,24,4,2,3,21114.0,0,21114.0,0.697,3534,56,1.0,0.0,0.00017969,0.99982
713788083,Attrited Customer,28,F,1,Graduate,Single,Less Than $40K,Blue,36,4,2,5,1624.0,0,1624.0,0.299,1897,35,0.25,0.0,0.99812,0.00188108
809978733,Existing Customer,33,F,2,High School,Single,$40K - $60K,Blue,28,3,2,3,1438.3,746,692.3,0.913,4415,77,0.878,0.519,0.0001861,0.99981
719252583,Existing Customer,29,F,1,High School,Single,Less Than $40K,Blue,20,4,2,1,3095.0,1488,1607.0,0.924,4642,92,0.878,0.481,6.2633e-05,0.99994
778353183,Existing Customer,31,F,0,High School,Married,Less Than $40K,Blue,13,5,2,3,3201.0,984,2217.0,0.639,5155,77,0.925,0.307,0.0001597,0.99984
782555058,Existing Customer,35,F,1,Unknown,Married,Less Than $40K,Blue,29,4,2,3,1438.3,856,582.3,0.792,4432,92,0.736,0.595,0.00019751,0.9998
787918158,Existing Customer,32,F,0,Uneducated,Married,Less Than $40K,Blue,23,5,2,4,2156.0,1114,1042.0,0.603,4106,66,0.833,0.517,0.00028814,0.99971
711967158,Existing Customer,35,F,3,Graduate,Single,Less Than $40K,Blue,23,6,3,1,2211.0,1370,841.0,0.781,4359,79,0.927,0.62,0.00011256,0.99989
715583283,Existing Customer,34,F,0,Graduate,Married,Unknown,Blue,13,4,1,4,7942.0,2087,5855.0,0.754,4068,66,0.61,0.263,0.00013562,0.99986
719267283,Existing Customer,35,F,2,Doctorate,Married,$40K - $60K,Blue,27,6,1,0,1953.0,1554,399.0,0.581,4598,71,0.651,0.796,2.94e-05,0.99997
803406558,Existing Customer,30,F,1,Uneducated,Single,Unknown,Blue,24,3,5,4,7536.0,1272,6264.0,0.683,4189,86,0.911,0.169,0.00055621,0.99944
721424583,Existing Customer,35,F,1,High School,Married,Less Than $40K,Blue,26,4,2,3,1918.0,900,1018.0,0.873,4237,76,0.9,0.469,0.00017468,0.99983
780199233,Existing Customer,33,M,2,Doctorate,Single,$120K +,Blue,23,5,1,1,14914.0,1102,13812.0,0.823,4478,87,0.673,0.074,4.8064e-05,0.99995
788832033,Existing Customer,35,M,2,High School,Unknown,$40K - $60K,Blue,19,4,3,3,8599.0,938,7661.0,0.537,3015,64,0.73,0.109,0.00029408,0.99971
713452533,Existing Customer,35,F,4,Graduate,Single,Less Than $40K,Blue,22,6,3,3,1438.3,0,1438.3,0.512,3427,64,0.829,0.0,0.00031726,0.99968
712724733,Existing Customer,31,F,0,Post-Graduate,Single,Less Than $40K,Blue,19,6,3,1,2766.0,1731,1035.0,0.569,3959,71,0.732,0.626,0.00010953,0.99989
720444408,Attrited Customer,35,F,1,College,Single,Less Than $40K,Blue,25,2,2,4,2231.0,1791,440.0,0.82,2576,42,0.75,0.803,0.99666,0.00334333
716625033,Attrited Customer,32,F,1,Graduate,Single,Less Than $40K,Blue,36,3,3,6,2761.0,0,2761.0,1.047,2753,43,0.654,0.0,0.99932,0.0006789
715596783,Existing Customer,29,F,1,Uneducated,Married,Less Than $40K,Blue,18,3,3,3,1895.0,1146,749.0,0.685,4333,72,0.714,0.605,0.00029196,0.99971
720419358,Existing Customer,35,F,2,Uneducated,Single,Less Than $40K,Blue,36,3,2,1,2942.0,2100,842.0,0.694,4548,71,0.821,0.714,7.0576e-05,0.99993
718762308,Existing Customer,35,F,1,Graduate,Single,Unknown,Blue,36,6,2,3,6622.0,2126,4496.0,1.041,3668,60,0.818,0.321,0.00017969,0.99982
721359183,Existing Customer,33,F,2,Unknown,Married,$40K - $60K,Blue,19,4,3,4,2907.0,1537,1370.0,0.79,4390,76,1.0,0.529,0.00056716,0.99943
715014633,Attrited Customer,32,F,0,Uneducated,Married,Unknown,Blue,36,6,3,2,8791.0,0,8791.0,0.894,2579,51,0.594,0.0,0.99374,0.00626
758653833,Existing Customer,34,F,1,Graduate,Married,$40K - $60K,Blue,27,3,1,3,2173.0,0,2173.0,0.922,4392,83,0.766,0.0,8.6952e-05,0.99991
711871758,Attrited Customer,30,F,1,Graduate,Married,Less Than $40K,Blue,36,2,2,3,2905.0,2517,388.0,0.725,2487,39,0.393,0.866,0.99447,0.00553
713926308,Existing Customer,35,F,3,Uneducated,Single,Less Than $40K,Blue,36,4,2,3,2624.0,1458,1166.0,0.809,4487,61,0.743,0.556,0.00020424,0.9998
714726858,Attrited Customer,31,F,0,Post-Graduate,Single,Less Than $40K,Blue,36,6,3,3,4871.0,0,4871.0,0.89,2773,34,0.789,0.0,0.99674,0.00326213
710926383,Existing Customer,32,F,2,Post-Graduate,Married,$40K - $60K,Blue,24,5,3,1,1553.0,1177,376.0,0.638,4549,68,0.659,0.758,0.00012764,0.99987
710277183,Existing Customer,34,F,3,Uneducated,Single,$40K - $60K,Blue,27,3,2,4,2313.0,1775,538.0,0.773,4317,68,0.545,0.767,0.00034841,0.99965
711819708,Attrited Customer,33,F,3,Post-Graduate,Unknown,Unknown,Blue,25,3,2,4,4734.0,2517,2217.0,0.483,2275,55,0.897,0.532,0.9975,0.00250084
779130108,Attrited Customer,33,F,0,Uneducated,Single,$40K - $60K,Blue,15,3,2,6,1438.3,0,1438.3,0.835,2527,49,0.69,0.0,0.99886,0.0011409
710482533,Existing Customer,26,M,0,Unknown,Married,$120K +,Blue,17,4,2,1,30928.0,2005,28923.0,0.52,3863,72,0.756,0.065,6.4745e-05,0.99994
778718658,Existing Customer,33,F,2,High School,Single,Unknown,Blue,15,3,3,4,9725.0,0,9725.0,0.75,4062,65,0.711,0.0,0.00050163,0.9995
712563408,Attrited Customer,33,M,2,Uneducated,Single,$40K - $60K,Blue,18,1,1,6,5600.0,2517,3083.0,0.628,2296,46,0.586,0.449,0.99798,0.00202158
720449208,Existing Customer,34,F,1,College,Married,Less Than $40K,Blue,16,6,1,4,2221.0,1814,407.0,0.82,4758,64,0.641,0.817,0.00014422,0.99986
789212883,Attrited Customer,30,F,1,Uneducated,Single,Less Than $40K,Blue,19,6,1,2,1644.0,0,1644.0,0.82,2533,44,0.517,0.0,0.98154,0.01846
711341433,Existing Customer,34,F,2,Graduate,Single,Unknown,Blue,24,6,3,3,3095.0,2010,1085.0,0.668,3901,77,0.711,0.649,0.00030251,0.9997
717750858,Existing Customer,32,F,2,Post-Graduate,Single,Less Than $40K,Blue,16,3,3,2,2973.0,2446,527.0,0.612,3769,78,0.95,0.823,0.00021165,0.99979
713492583,Attrited Customer,34,F,2,Graduate,Married,Less Than $40K,Blue,29,5,2,2,5845.0,0,5845.0,0.504,2308,35,0.591,0.0,0.99129,0.00871
709486158,Existing Customer,33,F,3,Graduate,Married,Less Than $40K,Blue,20,5,1,3,1438.3,0,1438.3,0.896,4530,72,0.636,0.0,9.6126e-05,0.9999
710666583,Attrited Customer,29,F,1,Uneducated,Single,Less Than $40K,Blue,36,3,2,4,2516.0,2312,204.0,0.625,2321,36,0.5,0.919,0.99684,0.0031619
795392433,Existing Customer,35,F,2,Uneducated,Single,Unknown,Blue,29,3,1,1,2423.0,0,2423.0,0.663,4651,69,0.568,0.0,3.415e-05,0.99997
720118908,Existing Customer,26,M,0,Graduate,Married,Less Than $40K,Blue,36,5,2,4,9916.0,0,9916.0,0.793,3477,65,0.667,0.0,0.00028024,0.99972
793656633,Existing Customer,35,F,3,Uneducated,Married,Unknown,Blue,29,3,3,1,2278.0,1303,975.0,0.645,5101,76,0.617,0.572,0.00011574,0.99988
826417233,Existing Customer,35,F,4,College,Married,Less Than $40K,Blue,31,3,3,4,2933.0,1011,1922.0,0.814,5089,71,0.868,0.345,0.00052613,0.99947
721473783,Existing Customer,35,F,3,Graduate,Married,Less Than $40K,Blue,21,3,1,1,2272.0,604,1668.0,0.987,4614,75,0.974,0.266,3.4465e-05,0.99997
709837308,Existing Customer,34,F,3,Graduate,Single,Unknown,Blue,19,6,1,2,7531.0,0,7531.0,1.007,3833,71,0.578,0.0,5.7151e-05,0.99994
715547058,Attrited Customer,35,F,0,Graduate,Married,Less Than $40K,Blue,36,4,3,4,2089.0,0,2089.0,0.871,2707,51,0.5,0.0,0.99775,0.00225216
714382608,Existing Customer,35,F,2,Graduate,Married,Less Than $40K,Blue,36,4,2,0,2572.0,1161,1411.0,0.569,4315,85,0.518,0.451,4.1986e-05,0.99996
716107158,Attrited Customer,32,F,0,Graduate,Single,Less Than $40K,Blue,20,5,1,5,3983.0,431,3552.0,0.887,3098,46,0.438,0.108,0.99576,0.00424232
717179508,Existing Customer,33,F,0,Graduate,Single,Less Than $40K,Blue,26,6,1,3,2382.0,1565,817.0,0.73,4011,68,0.838,0.657,7.9494e-05,0.99992
789396783,Existing Customer,30,F,0,High School,Single,Less Than $40K,Blue,20,3,3,4,2112.0,1109,1003.0,0.693,4729,78,0.733,0.525,0.00043049,0.99957
720676158,Existing Customer,34,F,4,Uneducated,Single,Unknown,Blue,21,6,3,2,9005.0,1994,7011.0,0.919,5223,89,0.712,0.221,0.00019396,0.99981
709169133,Existing Customer,35,F,1,High School,Married,Unknown,Blue,23,3,3,1,1438.3,0,1438.3,0.751,3995,82,0.608,0.0,9.8983e-05,0.9999
711151383,Attrited Customer,34,F,1,Post-Graduate,Single,Less Than $40K,Blue,26,3,2,5,2066.0,347,1719.0,0.511,2157,37,0.321,0.168,0.9984,0.00159907
718574808,Existing Customer,33,F,2,Graduate,Single,Less Than $40K,Blue,17,4,3,4,2431.0,1846,585.0,0.612,4327,74,0.644,0.759,0.000516,0.99948
816850458,Attrited Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,28,6,2,4,1698.0,0,1698.0,0.823,2448,40,0.379,0.0,0.99722,0.00277723
783070833,Existing Customer,34,F,4,Graduate,Single,$40K - $60K,Blue,28,5,2,3,2472.0,1899,573.0,0.77,4408,86,0.792,0.768,0.00020077,0.9998
710136258,Attrited Customer,33,F,2,Graduate,Single,Less Than $40K,Blue,24,6,2,3,1806.0,0,1806.0,0.983,2833,43,0.654,0.0,0.9948,0.0052
780584658,Attrited Customer,33,F,2,Uneducated,Unknown,$40K - $60K,Blue,22,4,2,2,1843.0,1293,550.0,0.349,2077,61,0.694,0.702,0.99153,0.00847
713947908,Existing Customer,33,M,2,High School,Married,$80K - $120K,Blue,23,6,2,2,1630.0,0,1630.0,0.605,4426,91,0.784,0.0,0.00011065,0.99989
718673358,Attrited Customer,35,M,3,Doctorate,Married,$80K - $120K,Blue,30,5,3,4,13590.0,1528,12062.0,0.728,2137,52,0.486,0.112,0.99871,0.00128822
712479633,Attrited Customer,31,F,1,Unknown,Single,Less Than $40K,Blue,20,3,1,2,1695.0,0,1695.0,0.561,2428,43,0.593,0.0,0.98271,0.01729
720725883,Existing Customer,34,F,2,College,Single,Less Than $40K,Blue,20,5,2,3,2715.0,1503,1212.0,0.704,4177,68,0.659,0.554,0.00018612,0.99981
721044333,Existing Customer,34,F,2,College,Single,Less Than $40K,Blue,22,5,2,0,1695.0,761,934.0,0.797,4905,91,0.75,0.449,4.082e-05,0.99996
709781208,Existing Customer,34,F,0,Unknown,Married,Less Than $40K,Blue,26,5,3,1,2291.0,0,2291.0,0.892,5409,82,0.822,0.0,0.00010232,0.9999
822959133,Existing Customer,32,F,3,Post-Graduate,Married,$40K - $60K,Blue,26,4,3,3,3174.0,2084,1090.0,0.636,4508,83,1.075,0.657,0.00036935,0.99963
720491958,Existing Customer,34,F,3,Uneducated,Single,Less Than $40K,Blue,36,4,3,3,1438.3,0,1438.3,0.734,4302,74,0.762,0.0,0.00032275,0.99968
817892208,Existing Customer,35,F,2,Doctorate,Single,Less Than $40K,Blue,30,5,1,1,1438.3,0,1438.3,1.126,4006,72,0.946,0.0,4.8064e-05,0.99995
815088483,Existing Customer,28,F,1,Graduate,Single,Less Than $40K,Blue,23,4,1,3,2543.0,1156,1387.0,0.641,3864,64,0.684,0.455,8.6952e-05,0.99991
721396758,Existing Customer,35,F,4,Doctorate,Married,Less Than $40K,Blue,36,3,1,3,1438.3,606,832.3,0.692,5062,80,0.818,0.421,0.00014059,0.99986
713629533,Existing Customer,35,F,1,Uneducated,Married,Less Than $40K,Blue,36,3,2,3,1438.3,670,768.3,0.909,4321,83,0.804,0.466,0.00018475,0.99982
719545983,Existing Customer,31,F,2,Post-Graduate,Unknown,Unknown,Blue,13,5,3,3,13882.0,0,13882.0,0.87,4798,82,0.822,0.0,0.00035594,0.99964
769577358,Existing Customer,31,F,0,Graduate,Single,Less Than $40K,Blue,17,4,2,3,2787.0,1761,1026.0,0.67,4358,89,0.648,0.632,0.00016428,0.99984
771464808,Existing Customer,35,F,2,Graduate,Single,Less Than $40K,Blue,23,6,3,3,2317.0,1301,1016.0,0.925,4161,71,1.219,0.562,0.00030251,0.9997
822905058,Existing Customer,29,F,2,Graduate,Married,Less Than $40K,Blue,25,6,3,2,2732.0,1746,986.0,1.028,4702,85,0.771,0.639,0.00017987,0.99982
819979458,Existing Customer,35,F,3,Doctorate,Married,Less Than $40K,Blue,30,5,2,2,3976.0,1789,2187.0,0.931,4419,75,0.829,0.45,0.00017091,0.99983
710929233,Existing Customer,33,F,2,Doctorate,Single,Less Than $40K,Blue,36,5,2,3,2800.0,1559,1241.0,0.598,4253,83,0.694,0.557,0.00027701,0.99972
712578933,Attrited Customer,35,F,5,High School,Married,$40K - $60K,Blue,25,3,2,6,1438.3,0,1438.3,0.763,2500,44,0.517,0.0,0.999,0.00100312
719006508,Existing Customer,34,M,2,Graduate,Married,$60K - $80K,Blue,36,5,1,3,2763.0,1913,850.0,0.598,4136,69,0.568,0.692,9.2637e-05,0.99991
712574583,Existing Customer,34,F,1,Graduate,Single,Unknown,Blue,21,6,1,3,6376.0,1322,5054.0,0.709,5192,70,0.628,0.207,8.6952e-05,0.99991
708412758,Attrited Customer,33,F,3,Graduate,Single,Less Than $40K,Blue,36,5,2,3,1457.0,0,1457.0,0.677,2200,45,0.364,0.0,0.99499,0.00501
806989008,Existing Customer,30,F,0,High School,Single,Unknown,Blue,25,4,1,2,12917.0,1157,11760.0,0.668,4108,82,0.745,0.09,4.5946e-05,0.99995
710587458,Existing Customer,34,M,2,High School,Unknown,$80K - $120K,Blue,22,4,3,2,11154.0,1612,9542.0,0.633,4339,77,1.026,0.145,0.00017486,0.99983
717129333,Existing Customer,35,F,2,Graduate,Married,$40K - $60K,Blue,25,3,1,2,1438.3,0,1438.3,0.744,4434,73,0.78,0.0,5.5077e-05,0.99994
709603608,Existing Customer,34,M,3,Uneducated,Married,$60K - $80K,Blue,25,6,1,1,2345.0,1643,702.0,0.678,4634,69,0.643,0.701,3.5437e-05,0.99996
715739733,Existing Customer,34,M,1,High School,Single,$40K - $60K,Blue,25,4,1,2,1793.0,1141,652.0,0.715,5293,88,0.76,0.636,5.0256e-05,0.99995
824172258,Existing Customer,34,F,2,Unknown,Single,Less Than $40K,Blue,30,3,1,2,4408.0,1510,2898.0,0.73,4495,77,0.833,0.343,6.054e-05,0.99994
803214108,Existing Customer,33,F,0,High School,Single,Unknown,Blue,27,6,1,1,2252.0,1826,426.0,0.716,5055,68,1.0,0.811,2.7707e-05,0.99997
708085458,Existing Customer,34,F,2,Uneducated,Single,Less Than $40K,Blue,24,6,2,2,1438.3,0,1438.3,0.827,3940,82,0.952,0.0,0.00011703,0.99988
716170308,Existing Customer,27,F,0,Graduate,Single,Unknown,Blue,36,5,1,0,13439.0,2003,11436.0,0.936,4715,86,0.72,0.149,1.7434e-05,0.99998
718967433,Existing Customer,34,F,2,High School,Single,Less Than $40K,Blue,36,3,6,3,2426.0,0,2426.0,0.888,4918,81,0.8,0.0,0.00023216,0.99977
794947683,Existing Customer,35,F,4,Graduate,Single,Less Than $40K,Blue,29,6,3,0,2118.0,1189,929.0,1.158,4541,60,0.818,0.561,6.9589e-05,0.99993
716442333,Existing Customer,34,F,3,Graduate,Married,$40K - $60K,Blue,25,6,2,2,2275.0,1468,807.0,0.757,4977,88,0.692,0.645,0.00011811,0.99988
718748133,Existing Customer,34,F,3,Graduate,Single,Unknown,Blue,23,5,1,0,2591.0,0,2591.0,0.61,3876,67,0.763,0.0,2.1081e-05,0.99998
717208833,Attrited Customer,34,F,3,High School,Single,Less Than $40K,Blue,21,2,2,2,1576.0,0,1576.0,0.789,2703,56,1.0,0.0,0.99137,0.00863
711724083,Attrited Customer,27,F,0,Unknown,Single,Less Than $40K,Blue,16,6,1,3,1835.0,1647,188.0,0.513,1903,44,0.63,0.898,0.98869,0.01131
713422083,Attrited Customer,30,F,0,Graduate,Single,Less Than $40K,Blue,36,5,3,3,1574.0,0,1574.0,0.582,2560,59,0.788,0.0,0.99616,0.0038363
716028108,Existing Customer,35,F,2,College,Single,Less Than $40K,Blue,18,6,2,0,2658.0,0,2658.0,0.891,4667,83,0.93,0.0,4.082e-05,0.99996
713918358,Existing Customer,31,F,0,Uneducated,Single,Unknown,Blue,36,6,3,1,5190.0,1682,3508.0,0.888,4900,81,0.8,0.324,9.5711e-05,0.9999
714962658,Attrited Customer,35,M,2,Unknown,Single,Less Than $40K,Blue,36,5,3,3,1931.0,0,1931.0,0.862,2482,40,0.6,0.0,0.997,0.00299743
803398983,Existing Customer,35,F,3,Unknown,Single,Less Than $40K,Blue,29,4,2,3,1511.0,864,647.0,0.712,4823,64,0.829,0.572,0.00021834,0.99978
710284233,Attrited Customer,33,M,4,Uneducated,Married,$80K - $120K,Blue,36,5,3,4,1438.3,0,1438.3,0.98,2439,43,0.72,0.0,0.99821,0.00179304
719594433,Existing Customer,35,F,2,Graduate,Single,Unknown,Blue,26,6,1,2,3269.0,1434,1835.0,0.63,4672,66,0.65,0.439,5.5077e-05,0.99994
708536283,Attrited Customer,35,M,1,Doctorate,Single,$80K - $120K,Blue,27,3,2,2,2904.0,2517,387.0,0.624,2653,46,0.586,0.867,0.99357,0.00643
778671483,Existing Customer,33,F,3,Uneducated,Single,Less Than $40K,Blue,13,5,3,3,1630.0,1008,622.0,0.695,4143,67,0.595,0.618,0.00032275,0.99968
720895533,Existing Customer,32,F,4,Unknown,Married,Less Than $40K,Blue,22,6,3,3,1438.3,1056,382.3,0.986,4885,78,1.053,0.734,0.00034872,0.99965
779104608,Attrited Customer,34,F,3,High School,Unknown,Unknown,Blue,15,5,1,3,1438.3,0,1438.3,0.689,2819,48,0.6,0.0,0.98941,0.01059
719524383,Existing Customer,35,F,3,Graduate,Single,$40K - $60K,Blue,22,3,1,3,2441.0,1670,771.0,0.697,4105,73,0.553,0.684,9.6126e-05,0.9999
719534058,Existing Customer,26,F,0,Graduate,Unknown,Less Than $40K,Blue,14,3,2,1,2163.0,1942,221.0,0.582,4380,57,0.781,0.898,5.8902e-05,0.99994
784998108,Existing Customer,33,M,3,High School,Married,$80K - $120K,Blue,22,5,3,2,9094.0,0,9094.0,0.631,4203,76,0.727,0.0,0.00018145,0.99982
717182883,Existing Customer,33,F,1,High School,Married,Unknown,Blue,36,3,2,2,2279.0,1432,847.0,0.855,4169,74,0.947,0.628,0.00010386,0.9999
789541458,Existing Customer,35,F,1,High School,Married,Less Than $40K,Blue,28,6,0,2,1438.3,977,461.3,1.189,4840,85,1.073,0.679,1.8596e-05,0.99998
712445583,Attrited Customer,33,F,0,College,Single,Unknown,Blue,15,3,1,4,2299.0,0,2299.0,0.663,2323,47,0.469,0.0,0.99247,0.00753
818763033,Existing Customer,34,F,3,Graduate,Married,$40K - $60K,Blue,29,6,1,1,6169.0,2517,3652.0,1.117,4794,71,0.69,0.408,3.4465e-05,0.99997
720322008,Existing Customer,35,F,2,Unknown,Married,$40K - $60K,Blue,15,4,2,1,1438.3,834,604.3,0.684,4551,82,0.64,0.58,7.5449e-05,0.99992
713996283,Existing Customer,32,F,2,Post-Graduate,Single,Less Than $40K,Blue,36,4,5,1,2352.0,2176,176.0,0.857,5209,93,0.755,0.925,0.00014256,0.99986
714014733,Attrited Customer,33,M,2,College,Single,$80K - $120K,Blue,36,4,3,2,9642.0,1431,8211.0,0.561,2172,33,0.571,0.148,0.99432,0.00568
720349983,Existing Customer,32,F,1,Unknown,Single,Less Than $40K,Blue,19,3,2,1,1438.3,0,1438.3,0.686,4593,79,0.612,0.0,7.0819e-05,0.99993
788737083,Existing Customer,34,F,2,High School,Married,Less Than $40K,Blue,13,6,2,2,1798.0,833,965.0,0.882,4551,84,0.787,0.463,0.00011065,0.99989
720067083,Existing Customer,30,F,0,High School,Single,Less Than $40K,Blue,36,5,1,1,1536.0,801,735.0,0.944,3904,74,0.897,0.521,2.7707e-05,0.99997
713396358,Existing Customer,32,F,1,Graduate,Single,Unknown,Blue,13,5,1,3,3558.0,816,2742.0,0.77,4878,71,0.578,0.229,8.6952e-05,0.99991
717381183,Existing Customer,27,F,0,Graduate,Married,Less Than $40K,Blue,36,3,2,2,1674.0,752,922.0,0.963,4513,57,0.966,0.449,9.7673e-05,0.9999
718452633,Attrited Customer,35,F,4,Graduate,Married,Unknown,Blue,36,4,3,3,1931.0,0,1931.0,0.695,2569,46,0.394,0.0,0.99686,0.00314112
710098233,Existing Customer,28,F,0,Unknown,Single,Less Than $40K,Blue,13,3,2,2,2387.0,0,2387.0,0.639,4513,66,0.65,0.0,0.00010736,0.99989
789179583,Existing Customer,28,F,1,College,Single,Unknown,Blue,17,5,3,2,11881.0,1488,10393.0,0.587,4865,87,0.891,0.125,0.00016415,0.99984
719756133,Attrited Customer,34,M,4,Uneducated,Single,$60K - $80K,Blue,20,3,2,6,3940.0,1384,2556.0,0.908,3257,53,0.767,0.351,0.99907,0.0009337
717405408,Existing Customer,31,F,0,Post-Graduate,Single,Unknown,Blue,18,3,2,0,3934.0,1911,2023.0,0.723,4143,82,0.864,0.486,4.2395e-05,0.99996
770878458,Existing Customer,27,F,1,Post-Graduate,Married,Less Than $40K,Blue,13,3,2,2,1438.3,990,448.3,0.715,3855,73,1.147,0.688,0.00012571,0.99987
772162683,Attrited Customer,34,F,2,Graduate,Married,Less Than $40K,Blue,23,6,2,2,3116.0,0,3116.0,0.698,2768,45,0.667,0.0,0.99129,0.00871
716709858,Attrited Customer,34,F,1,Uneducated,Unknown,Less Than $40K,Blue,25,1,2,3,3074.0,0,3074.0,0.718,2721,54,0.688,0.0,0.99462,0.00538
718032483,Existing Customer,33,F,4,Graduate,Married,Less Than $40K,Blue,16,5,3,2,1438.3,611,827.3,0.692,4688,89,0.816,0.425,0.00018864,0.99981
805453908,Existing Customer,33,M,1,High School,Single,$40K - $60K,Blue,28,6,1,3,2507.0,1592,915.0,0.691,4355,79,0.837,0.635,8.453e-05,0.99992
757761033,Existing Customer,35,F,3,Graduate,Single,$40K - $60K,Blue,28,5,6,2,3250.0,1560,1690.0,0.634,4673,73,0.698,0.48,0.00014734,0.99985
780180033,Existing Customer,31,F,0,Graduate,Married,Less Than $40K,Blue,20,5,1,1,1438.3,0,1438.3,0.689,4397,86,0.755,0.0,2.8501e-05,0.99997
718466883,Existing Customer,34,F,1,Uneducated,Single,Less Than $40K,Blue,25,6,1,2,2689.0,1618,1071.0,0.587,4237,79,0.681,0.602,5.3155e-05,0.99995
